8.58183e-06,51.012933999999994,91
9.75733e-06,103.836981,193
8.92106e-06,15.027123999999999,11
6.31745e-06,25.598689,35
9.72671e-06,485.046653,1079
7.50345e-06,54.992048999999994,101
3.96342e-06,17.590238,16
9.95031e-06,170.320596,368
5.07842e-06,26.224912,37
2.91006e-06,16.749347999999998,15
8.26355e-06,71.947619,142
9.96394e-06,35.624921,58
8.7655e-06,122.027664,254
9.95741e-06,293.98826099999997,653
8.19619e-06,49.293821,89
7.96805e-06,67.147616,130
4.60314e-06,27.588023999999997,38
8.80442e-06,78.734736,155
3.7367e-07,15.051568999999999,11
5.65795e-06,34.057362999999995,54
8.22834e-06,31.588472,49
1.53353e-06,16.337792,14
6.3132e-06,35.528031999999996,56
5.29451e-06,28.345357999999997,42
9.28348e-06,25.758689999999998,34
7.82666e-06,39.966702,68
4.48416e-06,26.453801,36
5.69756e-06,28.753359,42
3.26739e-06,19.968906999999998,22
8.54747e-06,23.80091,31
8.30759e-06,22.397797,27
9.68981e-06,47.137375,83
4.28177e-06,26.240468,27
6.97192e-06,21.491574999999997,25
9.91131e-06,92.02097099999999,186
7.23007e-06,48.605821,86
7.21633e-06,46.24493,83
3.75017e-06,19.420016999999998,21
5.76227e-06,25.320911,35
1.89409e-06,14.776014,9
8.2668e-06,28.110246999999998,41
9.23606e-06,29.234247999999997,43
8.74501e-06,30.868916,45
9.3781e-06,139.997457,292
7.63121e-06,51.936046,88
9.23541e-06,127.57433499999999,268
9.68426e-06,106.335205,222
7.09196e-06,49.949377999999996,91
7.60837e-06,16.376459,14
8.16139e-06,71.317396,140
8.54148e-06,32.496916999999996,51
8.22798e-06,18.005349,15
7.7577e-06,53.976048,101
9.14689e-06,42.64226,73
8.78534e-06,77.434291,155
6.72514e-06,33.401362999999996,52
3.10405e-06,24.403578,31
5.522e-06,29.171581,44
9.93194e-06,89.720969,183
9.0078e-06,82.244518,166
9.79891e-06,617.462326,1387
8.67243e-06,62.592943999999996,97
7.36643e-06,25.874689999999998,32
7.31234e-06,30.559137999999997,45
9.9195e-06,249.29133199999998,547
9.69796e-06,374.73322199999996,829
2.24487e-06,20.400907,23
7.88415e-06,57.082718,108
8.95027e-06,21.108017999999998,24
8.33097e-06,92.874749,189
6.34026e-06,32.664473,51
8.43975e-06,18.413349999999998,19
9.33908e-06,93.357417,192
7.22655e-06,37.751588999999996,62
3.5792e-06,22.915131,29
4.33055e-06,22.47602,28
8.4799e-06,40.723591,70
8.53463e-06,73.576954,142
6.01352e-06,32.634696,51
2.27354e-06,17.674238,17
8.60149e-06,72.085398,141
1.39412e-06,17.302238,16
9.47841e-06,176.777491,386
8.8874e-06,52.786713,99
8.37944e-06,43.382261,76
8.95401e-06,26.962246,38
6.57762e-06,22.71202,29
8.44039e-06,19.706684,21
4.84807e-06,22.032909,27
9.39821e-06,184.956164,401
9.61975e-06,47.368930999999996,86
8.07164e-06,60.350275999999994,113
1.15751e-06,15.684902999999998,11
5.98402e-06,30.912028,48
9.84134e-06,26.216911999999997,36
4.67498e-06,29.817804,45
3.48071e-06,21.116463,25
8.78983e-06,93.391194,192
1.50775e-06,18.005349,18
7.71534e-06,55.982271999999995,105
