0,5,-15.0,9.43152e-19,0.078667,1
1,5,-15.0,9.036875e-17,0.031111,1
2,5,-15.0,4.80104e-18,0.029334,1
3,5,-15.0,2.397484e-18,0.027999999999999997,1
4,5,-15.0,2.146618e-18,0.016888999999999998,1
5,5,-15.0,2.105282e-17,0.037777,1
6,5,-15.0,2.038104e-18,0.037778,1
7,5,-15.0,4.031673e-18,0.031556,1
8,5,-15.0,1.365345e-17,0.031556,1
9,5,-15.0,7.38199e-17,0.030666,1
10,5,-15.0,1.177124e-18,0.039111,1
11,5,-15.0,1.712708e-18,0.027999999999999997,1
12,5,-15.0,1.087699e-18,0.026222,1
13,5,-15.0,2.508692e-18,0.027999999999999997,1
14,5,-15.0,3.588184e-18,0.036,1
15,5,-15.0,9.716099e-18,0.026667,1
16,5,-15.0,1.724693e-17,0.029778,1
17,5,-15.0,2.777446e-18,0.028888999999999998,1
18,5,-15.0,5.155636e-18,0.015555,1
19,5,-15.0,8.115688e-19,0.024888999999999998,1
0,10,-15.0,1.99916e-18,0.036889,1
1,10,-15.0,3.142285e-19,0.021778,1
2,10,-15.0,1.5496e-17,0.021332999999999998,1
3,10,-15.0,6.119744e-18,0.020444,1
4,10,-15.0,1.868189e-18,0.042221999999999996,1
5,10,-15.0,1.59352e-18,0.043111,1
6,10,-15.0,4.948521e-18,0.044445,1
7,10,-15.0,3.949954e-18,0.023111,1
8,10,-15.0,1.519619e-18,0.048444999999999995,1
9,10,-15.0,2.416126e-18,0.041776999999999995,1
10,10,-15.0,2.338599e-18,0.022222,1
11,10,-15.0,2.104027e-18,0.051556,1
12,10,-15.0,2.5288e-18,0.049777999999999996,1
13,10,-15.0,5.883654e-19,0.031555,1
14,10,-15.0,4.512042e-18,0.058667,1
15,10,-15.0,2.033452e-17,0.058223,1
16,10,-15.0,2.217268e-18,0.118222,1
17,10,-15.0,2.529516e-18,0.13777799999999998,1
18,10,-15.0,2.577661e-17,0.038667,1
19,10,-15.0,6.562276e-18,0.129778,1
0,25,-15.0,4.293045e-17,0.22666699999999998,1
1,25,-15.0,2.078146e-18,0.109778,1
2,25,-15.0,1.224952e-17,0.125777,1
3,25,-15.0,1.403097e-16,0.107111,1
4,25,-15.0,3.761143e-18,0.144,1
5,25,-15.0,4.061418e-18,0.119111,1
6,25,-15.0,6.214031e-18,0.148,1
7,25,-15.0,9.33267e-18,0.125777,1
8,25,-15.0,1.422009e-18,0.11599999999999999,1
9,25,-15.0,6.832698e-17,0.11599999999999999,1
10,25,-15.0,9.424792e-19,0.131111,1
11,25,-15.0,1.055136e-17,0.16577799999999998,1
12,25,-15.0,2.249514e-17,0.119111,1
13,25,-15.0,1.785185e-18,0.13955499999999998,1
14,25,-15.0,9.937963e-18,0.171556,1
15,25,-15.0,1.284581e-18,0.09999999999999999,1
16,25,-15.0,5.933636e-19,0.106667,1
17,25,-15.0,5.930881e-18,0.110222,1
18,25,-15.0,7.367728e-18,0.132445,1
19,25,-15.0,1.097824e-18,0.11422299999999999,1
0,50,-15.0,1.270553e-17,0.72,1
1,50,-15.0,2.622486e-18,0.800445,1
2,50,-15.0,2.042546e-18,0.661334,1
3,50,-15.0,1.810973e-17,0.44933399999999996,1
4,50,-15.0,2.141243e-17,0.506223,1
5,50,-15.0,2.44646e-18,0.572445,1
6,50,-15.0,4.150085e-19,1.421779,1
7,50,-15.0,1.263963e-18,0.42311099999999996,1
8,50,-15.0,6.661968e-18,0.40577799999999997,1
9,50,-15.0,8.185853e-19,0.42666699999999996,1
10,50,-15.0,8.229485e-18,0.40622199999999997,1
11,50,-15.0,1.19103e-18,0.38933399999999996,1
12,50,-15.0,4.204449e-18,0.427556,1
13,50,-15.0,1.347106e-17,0.63289,1
14,50,-15.0,1.574877e-18,0.466667,1
15,50,-15.0,1.130947e-17,0.410667,1
16,50,-15.0,2.356005e-18,0.380445,1
17,50,-15.0,1.888554e-17,0.382222,1
18,50,-15.0,3.840977e-19,0.502667,1
19,50,-15.0,6.639025e-18,0.6866669999999999,1
0,75,-15.0,2.592085e-17,0.584889,1
1,75,-15.0,4.969994e-18,0.781334,1
2,75,-15.0,7.058126e-19,0.889334,1
3,75,-15.0,1.881134e-18,0.7444449999999999,1
4,75,-15.0,1.797076e-40,1.528001,2
5,75,-15.0,4.995183e-18,0.77689,1
6,75,-15.0,1.814614e-17,0.94089,1
7,75,-15.0,7.665659e-19,0.509334,1
8,75,-15.0,3.773222e-18,0.8688899999999999,1
9,75,-15.0,8.055999e-19,0.503111,1
10,75,-15.0,9.50412e-18,0.487112,1
11,75,-15.0,6.805744e-19,0.503111,1
12,75,-15.0,3.299202e-16,0.8102229999999999,1
13,75,-15.0,1.096492e-17,0.5586679999999999,1
14,75,-15.0,1.496038e-18,0.945334,1
15,75,-15.0,8.819106e-19,1.0524449999999999,1
16,75,-15.0,4.635344e-17,0.571556,1
17,75,-15.0,2.149368e-18,0.503112,1
18,75,-15.0,1.238918e-18,0.933334,1
19,75,-15.0,1.046712e-18,0.48711099999999996,1
0,100,-15.0,1.01438e-18,0.856001,1
1,100,-15.0,1.348533e-18,1.8155569999999999,1
2,100,-15.0,2.026138e-18,1.4933349999999999,1
3,100,-15.0,2.996998e-18,1.2582229999999999,1
4,100,-15.0,1.440654e-18,0.689334,1
5,100,-15.0,1.360746e-17,0.9266669999999999,1
6,100,-15.0,4.588204e-18,1.357334,1
7,100,-15.0,1.064233e-17,1.0951119999999999,1
8,100,-15.0,2.169884e-18,0.7297779999999999,1
9,100,-15.0,2.515197e-18,1.267556,1
10,100,-15.0,5.263191e-18,1.126223,1
11,100,-15.0,1.064548e-17,1.435557,1
12,100,-15.0,2.09689e-17,2.104891,1
13,100,-15.0,2.706711e-18,0.755556,1
14,100,-15.0,6.075047e-18,1.129778,1
15,100,-15.0,7.682004e-19,0.718667,1
16,100,-15.0,5.019998e-17,0.7675569999999999,1
17,100,-15.0,1.454949e-17,1.115557,1
18,100,-15.0,8.85652e-19,1.240445,1
19,100,-15.0,1.286079e-16,0.662223,1
0,250,-15.0,1.311656e-18,6.997783999999999,1
1,250,-15.0,3.584252e-18,5.888005,1
2,250,-15.0,2.425618e-18,6.010228,1
3,250,-15.0,3.995974e-18,4.774226,1
4,250,-15.0,2.09622e-16,4.779115,1
5,250,-15.0,5.95736e-19,6.4560059999999995,1
6,250,-15.0,4.638755e-16,9.000452,1
7,250,-15.0,6.144324e-18,8.136896,1
8,250,-15.0,8.705378e-19,5.432005,1
9,250,-15.0,1.066479e-18,5.3893379999999995,1
10,250,-15.0,1.309789e-18,4.8493379999999995,1
11,250,-15.0,4.180972e-18,4.610671,1
12,250,-15.0,3.681603e-16,7.847562,1
13,250,-15.0,9.769765e-19,4.894671,1
14,250,-15.0,6.205879e-18,6.2622279999999995,1
15,250,-15.0,9.555326e-18,6.892894999999999,1
16,250,-15.0,3.471554e-18,5.044449,1
17,250,-15.0,1.682507e-17,4.750227,1
18,250,-15.0,2.548706e-18,4.9782269999999995,1
19,250,-15.0,4.162428e-19,5.703116,1
0,500,-15.0,4.368079e-18,24.5458,1
1,500,-15.0,3.071751e-18,25.051578,1
2,500,-15.0,5.276996e-18,24.160466,1
3,500,-15.0,2.928644e-18,24.202688,1
4,500,-15.0,1.239318e-16,29.110692999999998,1
5,500,-15.0,1.652798e-17,26.638246,1
6,500,-15.0,6.681304e-18,29.003137,1
7,500,-15.0,4.684729e-17,29.507137,1
8,500,-15.0,1.581461e-18,29.965804,1
9,500,-15.0,4.000773e-18,25.088023,1
10,500,-15.0,4.720711e-18,30.643583,1
11,500,-15.0,5.192553e-18,26.856911999999998,1
12,500,-15.0,2.414671e-18,24.064909999999998,1
13,500,-15.0,4.501595e-18,23.170686999999997,1
14,500,-15.0,3.331889e-16,22.456464,1
15,500,-15.0,5.77484e-18,23.303131999999998,1
16,500,-15.0,4.555752e-18,22.491574999999997,1
17,500,-15.0,2.21735e-18,22.943130999999997,1
18,500,-15.0,2.631902e-16,22.103575,1
19,500,-15.0,3.352745e-18,21.295575,1
