9.539258e-10,2734.441986,90
8.058422e-10,2651.535691,141
4.035742e-10,2446.870175,36
1.216968e-10,2870.162551,19
6.483757e-10,2767.8926819999997,80
7.82669e-10,2739.863769,94
3.284915e-10,2461.362188,15
9.642153e-10,2738.190434,42
6.28876e-10,2957.0132949999997,65
7.264842e-10,2187.5201669999997,20
8.794713e-10,2498.969777,46
8.887399e-10,2949.244844,158
9.575509e-10,4737.415766,916
4.736408e-10,2313.172278,47
8.771544e-11,2492.635549,19
9.603409e-10,2548.542266,21
9.516795e-10,2410.290142,56
1.839346e-10,2824.156733,19
8.727599e-10,2303.187825,60
9.287263e-10,2913.069701,208
5.91362e-10,2778.906915,66
8.504995e-10,2602.648091,83
4.67253e-10,2528.254692,60
7.578209e-10,2691.004614,96
6.137293e-10,2456.159073,73
4.083999e-10,2528.726248,8
4.954708e-10,2377.300335,46
9.597815e-10,2908.006585,276
8.820732e-10,3201.764179,182
8.287368e-10,3229.5268699999997,91
2.303368e-10,2188.5392779999997,32
2.874025e-10,2549.312932,30
9.082608e-10,2390.459014,58
8.811052e-10,2831.56385,123
9.165021e-10,2692.3935039999997,76
8.821256e-10,2550.4862669999998,80
8.718696e-10,2820.2682839999998,47
3.362004e-10,2754.95756,41
9.009349e-10,2298.2451539999997,66
7.515433e-10,2829.498959,112
4.944405e-10,2581.7805169999997,60
9.399411e-10,2311.37761,31
7.095418e-10,2603.411647,35
8.749126e-10,2559.094275,98
9.767284e-10,4412.138144,696
2.28614e-10,2497.309776,15
9.269207e-10,2948.1092869999998,148
9.806122e-10,2466.315525,30
5.949973e-10,2530.82625,70
1.402378e-10,2460.175964,21
6.669849e-10,2534.2089189999997,104
8.206083e-10,2570.324507,66
9.185651e-10,2357.539429,50
7.736443e-10,2634.3027859999997,145
8.438519e-10,3050.874712,180
9.764772e-10,6652.142357,1573
6.12083e-10,2511.086677,46
7.278465e-10,2520.2742399999997,65
5.782795e-10,2387.1874549999998,58
7.59708e-10,2685.6534979999997,53
9.522319e-10,2861.987433,254
9.410762e-10,2631.510339,148
9.952959e-10,8295.278929,1990
6.15893e-10,2461.31241,90
4.124074e-10,2418.227927,52
3.271455e-10,2635.0116749999997,39
8.700864e-10,2548.359155,129
6.90852e-10,2601.1120889999997,55
8.352293e-10,2819.323395,96
8.426156e-10,2949.370621,134
9.072555e-10,2755.187782,116
8.660081e-10,2866.828326,97
8.371915e-10,2971.239974,208
4.017163e-10,2507.603118,23
9.061285e-10,2983.584875,249
9.349293e-10,2427.699936,102
9.040354e-10,3476.179979,354
2.563808e-10,2855.342538,32
9.704988e-10,2642.591683,174
3.596102e-10,2678.924603,42
1.204501e-10,2384.788342,20
6.656471e-10,2385.433232,30
5.100586e-10,2719.208194,43
7.586073e-10,2738.967768,38
8.166112e-10,2517.24846,58
9.544615e-10,2390.522125,22
6.075315e-10,2412.285256,76
7.70516e-10,2655.540138,72
9.29829e-10,2313.958945,64
6.471325e-10,2431.831051,28
1.737891e-10,2668.373039,25
7.750449e-10,2546.620042,150
3.997631e-11,2442.203948,11
8.176557e-10,2448.8328429999997,55
9.788628e-10,2651.601024,152
9.943659e-10,2566.7991709999997,45
8.782607e-10,2962.525745,240
8.164616e-10,2712.469967,141
8.755733e-10,2957.5995169999997,163
9.090923e-10,3155.943249,182
