index, matrix_size, precision, error, time, iterations, min_val, max_val
92, 5, 1.000000e-01, 1.313284e-18, 28888, 1, -1.000000e+09, 1.000000e+09, 
93, 5, 1.000000e-01, 9.581648e-19, 27111, 1, -1.000000e+09, 1.000000e+09, 
94, 5, 1.000000e-01, 7.079761e-19, 26666, 1, -1.000000e+09, 1.000000e+09, 
95, 5, 1.000000e-01, 1.100310e-18, 26667, 1, -1.000000e+09, 1.000000e+09, 
96, 5, 1.000000e-01, 1.576514e-18, 26667, 1, -1.000000e+09, 1.000000e+09, 
97, 5, 1.000000e-01, 7.215934e-19, 30666, 1, -1.000000e+09, 1.000000e+09, 
98, 5, 1.000000e-01, 1.170810e-18, 29778, 1, -1.000000e+09, 1.000000e+09, 
99, 5, 1.000000e-01, 7.902288e-19, 27556, 1, -1.000000e+09, 1.000000e+09, 
0, 5, 1.000000e-02, 4.248645e-21, 36445, 1, -1.000000e+09, 1.000000e+09, 
1, 5, 1.000000e-02, 1.890984e-18, 30222, 1, -1.000000e+09, 1.000000e+09, 
2, 5, 1.000000e-02, 8.635923e-19, 30222, 1, -1.000000e+09, 1.000000e+09, 
3, 5, 1.000000e-02, 1.358407e-18, 28445, 1, -1.000000e+09, 1.000000e+09, 
4, 5, 1.000000e-02, 4.334490e-19, 28889, 1, -1.000000e+09, 1.000000e+09, 
5, 5, 1.000000e-02, 2.450915e-18, 29333, 1, -1.000000e+09, 1.000000e+09, 
6, 5, 1.000000e-02, 3.528682e-19, 30222, 1, -1.000000e+09, 1.000000e+09, 
7, 5, 1.000000e-02, 3.212984e-19, 29778, 1, -1.000000e+09, 1.000000e+09, 
8, 5, 1.000000e-02, 1.686728e-18, 28444, 1, -1.000000e+09, 1.000000e+09, 
9, 5, 1.000000e-02, 1.688821e-19, 30667, 1, -1.000000e+09, 1.000000e+09, 
10, 5, 1.000000e-02, 2.809188e-19, 29334, 1, -1.000000e+09, 1.000000e+09, 
11, 5, 1.000000e-02, 2.938976e-20, 33778, 1, -1.000000e+09, 1.000000e+09, 
12, 5, 1.000000e-02, 4.606677e-19, 34222, 1, -1.000000e+09, 1.000000e+09, 
13, 5, 1.000000e-02, 1.132576e-18, 39556, 1, -1.000000e+09, 1.000000e+09, 
14, 5, 1.000000e-02, 1.064520e-18, 48000, 1, -1.000000e+09, 1.000000e+09, 
15, 5, 1.000000e-02, 2.402083e-18, 52445, 1, -1.000000e+09, 1.000000e+09, 
16, 5, 1.000000e-02, 1.257142e-18, 48889, 1, -1.000000e+09, 1.000000e+09, 
17, 5, 1.000000e-02, 1.142016e-18, 49778, 1, -1.000000e+09, 1.000000e+09, 
18, 5, 1.000000e-02, 1.777912e-18, 51555, 1, -1.000000e+09, 1.000000e+09, 
19, 5, 1.000000e-02, 1.033425e-18, 49333, 1, -1.000000e+09, 1.000000e+09, 
20, 5, 1.000000e-02, 1.184941e-18, 63111, 1, -1.000000e+09, 1.000000e+09, 
21, 5, 1.000000e-02, 7.096948e-19, 52444, 1, -1.000000e+09, 1.000000e+09, 
22, 5, 1.000000e-02, 2.854935e-19, 56000, 1, -1.000000e+09, 1.000000e+09, 
23, 5, 1.000000e-02, 1.421901e-19, 49334, 1, -1.000000e+09, 1.000000e+09, 
24, 5, 1.000000e-02, 9.433517e-19, 52889, 1, -1.000000e+09, 1.000000e+09, 
25, 5, 1.000000e-02, 1.221233e-18, 52889, 1, -1.000000e+09, 1.000000e+09, 
26, 5, 1.000000e-02, 5.289454e-19, 47111, 1, -1.000000e+09, 1.000000e+09, 
27, 5, 1.000000e-02, 1.430916e-18, 68445, 1, -1.000000e+09, 1.000000e+09, 
28, 5, 1.000000e-02, 2.340637e-19, 64444, 1, -1.000000e+09, 1.000000e+09, 
29, 5, 1.000000e-02, 1.720942e-19, 47111, 1, -1.000000e+09, 1.000000e+09, 
30, 5, 1.000000e-02, 2.627901e-19, 56889, 1, -1.000000e+09, 1.000000e+09, 
31, 5, 1.000000e-02, 1.213263e-18, 43555, 1, -1.000000e+09, 1.000000e+09, 
32, 5, 1.000000e-02, 5.032593e-19, 50223, 1, -1.000000e+09, 1.000000e+09, 
33, 5, 1.000000e-02, 1.647972e-19, 52000, 1, -1.000000e+09, 1.000000e+09, 
34, 5, 1.000000e-02, 7.148406e-21, 49778, 1, -1.000000e+09, 1.000000e+09, 
35, 5, 1.000000e-02, 2.475751e-19, 49333, 1, -1.000000e+09, 1.000000e+09, 
